venue_id,city,year,date_mmdd,hour_local,temperature_c,humidity_pct
1,Toronto,2005,06-11,10,20.5,97
1,Toronto,2005,06-11,11,20.8,94
1,Toronto,2005,06-11,12,20.6,93
1,Toronto,2005,06-11,13,20.6,93
1,Toronto,2005,06-11,14,20.5,92
1,Toronto,2005,06-11,15,20.8,88
1,Toronto,2005,06-11,16,20.8,87
1,Toronto,2005,06-11,17,20.5,88
1,Toronto,2005,06-11,18,20.3,89
1,Toronto,2005,06-11,19,20.4,89
1,Toronto,2005,06-11,20,20.6,89
1,Toronto,2005,06-11,21,20.6,89
1,Toronto,2005,06-11,22,20.8,88
1,Toronto,2005,06-12,10,21.1,99
1,Toronto,2005,06-12,11,21.4,99
1,Toronto,2005,06-12,12,21.5,97
1,Toronto,2005,06-12,13,21.4,95
1,Toronto,2005,06-12,14,20.8,94
1,Toronto,2005,06-12,15,21.7,92
1,Toronto,2005,06-12,16,21.7,92
1,Toronto,2005,06-12,17,21.5,93
1,Toronto,2005,06-12,18,21.6,95
1,Toronto,2005,06-12,19,22.3,93
1,Toronto,2005,06-12,20,21.1,98
1,Toronto,2005,06-12,21,19.9,100
1,Toronto,2005,06-12,22,19.5,100
1,Toronto,2005,06-13,10,19.3,97
1,Toronto,2005,06-13,11,19.6,96
1,Toronto,2005,06-13,12,20.1,93
1,Toronto,2005,06-13,13,20.1,92
1,Toronto,2005,06-13,14,20.4,90
1,Toronto,2005,06-13,15,20.7,89
1,Toronto,2005,06-13,16,20.3,92
1,Toronto,2005,06-13,17,19.8,94
1,Toronto,2005,06-13,18,19.2,95
1,Toronto,2005,06-13,19,19.0,96
1,Toronto,2005,06-13,20,18.8,98
1,Toronto,2005,06-13,21,18.8,98
1,Toronto,2005,06-13,22,19.2,98
1,Toronto,2005,06-14,10,20.7,83
1,Toronto,2005,06-14,11,21.0,81
1,Toronto,2005,06-14,12,21.5,78
1,Toronto,2005,06-14,13,22.2,76
1,Toronto,2005,06-14,14,23.3,71
1,Toronto,2005,06-14,15,22.7,79
1,Toronto,2005,06-14,16,22.5,81
1,Toronto,2005,06-14,17,21.8,88
1,Toronto,2005,06-14,18,22.3,87
1,Toronto,2005,06-14,19,22.1,89
1,Toronto,2005,06-14,20,21.8,90
1,Toronto,2005,06-14,21,21.3,91
1,Toronto,2005,06-14,22,20.5,93
1,Toronto,2005,06-15,10,19.9,75
1,Toronto,2005,06-15,11,20.3,72
1,Toronto,2005,06-15,12,20.7,70
1,Toronto,2005,06-15,13,21.1,68
1,Toronto,2005,06-15,14,21.2,67
1,Toronto,2005,06-15,15,20.1,77
1,Toronto,2005,06-15,16,20.0,78
1,Toronto,2005,06-15,17,20.3,77
1,Toronto,2005,06-15,18,20.0,76
1,Toronto,2005,06-15,19,19.7,79
1,Toronto,2005,06-15,20,19.6,79
1,Toronto,2005,06-15,21,19.1,80
1,Toronto,2005,06-15,22,18.5,82
1,Toronto,2005,06-16,10,15.5,86
1,Toronto,2005,06-16,11,15.5,85
1,Toronto,2005,06-16,12,15.6,82
1,Toronto,2005,06-16,13,15.6,82
1,Toronto,2005,06-16,14,15.7,82
1,Toronto,2005,06-16,15,15.2,80
1,Toronto,2005,06-16,16,15.5,78
1,Toronto,2005,06-16,17,15.9,74
1,Toronto,2005,06-16,18,16.1,72
1,Toronto,2005,06-16,19,16.0,72
1,Toronto,2005,06-16,20,15.8,72
1,Toronto,2005,06-16,21,15.6,73
1,Toronto,2005,06-16,22,15.5,73
1,Toronto,2005,06-17,10,15.8,75
1,Toronto,2005,06-17,11,16.5,69
1,Toronto,2005,06-17,12,17.1,65
1,Toronto,2005,06-17,13,17.4,63
1,Toronto,2005,06-17,14,17.7,62
1,Toronto,2005,06-17,15,18.1,61
1,Toronto,2005,06-17,16,17.9,64
1,Toronto,2005,06-17,17,17.6,67
1,Toronto,2005,06-17,18,17.3,70
1,Toronto,2005,06-17,19,17.1,72
1,Toronto,2005,06-17,20,16.8,75
1,Toronto,2005,06-17,21,16.4,77
1,Toronto,2005,06-17,22,16.1,79
1,Toronto,2005,06-18,10,15.1,88
1,Toronto,2005,06-18,11,15.0,88
1,Toronto,2005,06-18,12,15.1,86
1,Toronto,2005,06-18,13,15.1,85
1,Toronto,2005,06-18,14,15.2,84
1,Toronto,2005,06-18,15,15.8,85
1,Toronto,2005,06-18,16,15.8,86
1,Toronto,2005,06-18,17,15.6,87
1,Toronto,2005,06-18,18,15.5,87
1,Toronto,2005,06-18,19,15.4,87
1,Toronto,2005,06-18,20,15.3,88
1,Toronto,2005,06-18,21,15.3,87
1,Toronto,2005,06-18,22,15.3,87
1,Toronto,2005,06-19,10,15.5,81
1,Toronto,2005,06-19,11,15.5,82
1,Toronto,2005,06-19,12,15.5,83
1,Toronto,2005,06-19,13,15.5,84
1,Toronto,2005,06-19,14,15.7,83
1,Toronto,2005,06-19,15,15.7,82
1,Toronto,2005,06-19,16,15.7,82
1,Toronto,2005,06-19,17,15.7,82
1,Toronto,2005,06-19,18,15.7,81
1,Toronto,2005,06-19,19,15.7,80
1,Toronto,2005,06-19,20,15.5,80
1,Toronto,2005,06-19,21,15.3,81
1,Toronto,2005,06-19,22,15.3,79
1,Toronto,2005,06-20,10,16.1,76
1,Toronto,2005,06-20,11,16.7,76
1,Toronto,2005,06-20,12,17.4,75
1,Toronto,2005,06-20,13,17.8,76
1,Toronto,2005,06-20,14,18.0,77
1,Toronto,2005,06-20,15,18.2,80
1,Toronto,2005,06-20,16,18.4,80
1,Toronto,2005,06-20,17,18.5,80
1,Toronto,2005,06-20,18,18.7,81
1,Toronto,2005,06-20,19,18.7,82
1,Toronto,2005,06-20,20,18.6,82
1,Toronto,2005,06-20,21,18.5,81
1,Toronto,2005,06-20,22,18.7,80
1,Toronto,2005,06-21,10,19.9,77
1,Toronto,2005,06-21,11,20.7,75
1,Toronto,2005,06-21,12,21.6,73
1,Toronto,2005,06-21,13,22.2,70
1,Toronto,2005,06-21,14,22.6,68
1,Toronto,2005,06-21,15,22.6,70
1,Toronto,2005,06-21,16,22.8,71
1,Toronto,2005,06-21,17,23.1,71
1,Toronto,2005,06-21,18,21.7,72
1,Toronto,2005,06-21,19,20.8,76
1,Toronto,2005,06-21,20,20.2,80
1,Toronto,2005,06-21,21,19.6,83
1,Toronto,2005,06-21,22,19.0,85
1,Toronto,2005,06-22,10,17.8,65
1,Toronto,2005,06-22,11,18.2,61
1,Toronto,2005,06-22,12,18.6,59
1,Toronto,2005,06-22,13,18.9,58
1,Toronto,2005,06-22,14,19.3,57
1,Toronto,2005,06-22,15,20.6,50
1,Toronto,2005,06-22,16,20.7,48
1,Toronto,2005,06-22,17,20.9,46
1,Toronto,2005,06-22,18,21.1,45
1,Toronto,2005,06-22,19,20.7,48
1,Toronto,2005,06-22,20,20.3,52
1,Toronto,2005,06-22,21,19.6,54
1,Toronto,2005,06-22,22,18.7,58
1,Toronto,2005,06-23,10,17.8,67
1,Toronto,2005,06-23,11,18.8,66
1,Toronto,2005,06-23,12,19.9,64
1,Toronto,2005,06-23,13,20.7,62
1,Toronto,2005,06-23,14,21.2,62
1,Toronto,2005,06-23,15,21.8,64
1,Toronto,2005,06-23,16,22.1,62
1,Toronto,2005,06-23,17,22.3,62
1,Toronto,2005,06-23,18,22.2,64
1,Toronto,2005,06-23,19,21.9,67
1,Toronto,2005,06-23,20,21.3,69
1,Toronto,2005,06-23,21,20.6,71
1,Toronto,2005,06-23,22,20.0,72
1,Toronto,2005,06-24,10,21.8,73
1,Toronto,2005,06-24,11,22.7,70
1,Toronto,2005,06-24,12,23.6,67
1,Toronto,2005,06-24,13,24.3,64
1,Toronto,2005,06-24,14,24.9,62
1,Toronto,2005,06-24,15,25.4,63
1,Toronto,2005,06-24,16,25.5,63
1,Toronto,2005,06-24,17,25.3,64
1,Toronto,2005,06-24,18,25.1,66
1,Toronto,2005,06-24,19,24.9,66
1,Toronto,2005,06-24,20,24.3,68
1,Toronto,2005,06-24,21,23.6,70
1,Toronto,2005,06-24,22,23.0,72
1,Toronto,2005,06-25,10,22.6,82
1,Toronto,2005,06-25,11,23.5,80
1,Toronto,2005,06-25,12,24.4,78
1,Toronto,2005,06-25,13,24.9,76
1,Toronto,2005,06-25,14,25.3,75
1,Toronto,2005,06-25,15,25.3,75
1,Toronto,2005,06-25,16,25.1,74
1,Toronto,2005,06-25,17,26.8,64
1,Toronto,2005,06-25,18,26.9,62
1,Toronto,2005,06-25,19,25.3,75
1,Toronto,2005,06-25,20,24.3,77
1,Toronto,2005,06-25,21,23.8,67
1,Toronto,2005,06-25,22,23.3,58
1,Toronto,2005,06-26,10,22.0,53
1,Toronto,2005,06-26,11,22.5,52
1,Toronto,2005,06-26,12,22.9,53
1,Toronto,2005,06-26,13,23.1,60
1,Toronto,2005,06-26,14,23.3,59
1,Toronto,2005,06-26,15,23.6,61
1,Toronto,2005,06-26,16,23.5,60
1,Toronto,2005,06-26,17,23.4,59
1,Toronto,2005,06-26,18,23.3,58
1,Toronto,2005,06-26,19,23.1,59
1,Toronto,2005,06-26,20,22.5,62
1,Toronto,2005,06-26,21,21.9,65
1,Toronto,2005,06-26,22,21.6,66
1,Toronto,2005,06-27,10,22.6,60
1,Toronto,2005,06-27,11,22.7,61
1,Toronto,2005,06-27,12,22.7,60
1,Toronto,2005,06-27,13,22.9,59
1,Toronto,2005,06-27,14,23.0,57
1,Toronto,2005,06-27,15,23.7,57
1,Toronto,2005,06-27,16,23.4,56
1,Toronto,2005,06-27,17,23.1,56
1,Toronto,2005,06-27,18,22.7,57
1,Toronto,2005,06-27,19,22.2,59
1,Toronto,2005,06-27,20,21.8,61
1,Toronto,2005,06-27,21,21.4,64
1,Toronto,2005,06-27,22,21.1,66
1,Toronto,2006,06-11,10,12.2,65
1,Toronto,2006,06-11,11,13.5,63
1,Toronto,2006,06-11,12,14.1,64
1,Toronto,2006,06-11,13,14.5,64
1,Toronto,2006,06-11,14,14.9,64
1,Toronto,2006,06-11,15,15.2,67
1,Toronto,2006,06-11,16,15.6,68
1,Toronto,2006,06-11,17,15.3,69
1,Toronto,2006,06-11,18,14.9,71
1,Toronto,2006,06-11,19,14.4,72
1,Toronto,2006,06-11,20,14.0,73
1,Toronto,2006,06-11,21,13.5,74
1,Toronto,2006,06-11,22,13.1,75
1,Toronto,2006,06-12,10,14.2,74
1,Toronto,2006,06-12,11,14.8,73
1,Toronto,2006,06-12,12,15.3,73
1,Toronto,2006,06-12,13,16.0,70
1,Toronto,2006,06-12,14,16.8,67
1,Toronto,2006,06-12,15,17.8,67
1,Toronto,2006,06-12,16,17.9,68
1,Toronto,2006,06-12,17,17.7,70
1,Toronto,2006,06-12,18,17.6,70
1,Toronto,2006,06-12,19,17.4,70
1,Toronto,2006,06-12,20,17.0,72
1,Toronto,2006,06-12,21,16.3,73
1,Toronto,2006,06-12,22,15.8,74
1,Toronto,2006,06-13,10,15.8,77
1,Toronto,2006,06-13,11,16.3,74
1,Toronto,2006,06-13,12,17.0,71
1,Toronto,2006,06-13,13,17.6,66
1,Toronto,2006,06-13,14,17.9,64
1,Toronto,2006,06-13,15,19.1,57
1,Toronto,2006,06-13,16,19.2,57
1,Toronto,2006,06-13,17,19.3,56
1,Toronto,2006,06-13,18,19.4,56
1,Toronto,2006,06-13,19,19.1,62
1,Toronto,2006,06-13,20,18.6,65
1,Toronto,2006,06-13,21,18.1,67
1,Toronto,2006,06-13,22,17.7,68
1,Toronto,2006,06-14,10,17.1,70
1,Toronto,2006,06-14,11,17.9,67
1,Toronto,2006,06-14,12,18.1,65
1,Toronto,2006,06-14,13,18.0,67
1,Toronto,2006,06-14,14,18.2,66
1,Toronto,2006,06-14,15,18.9,59
1,Toronto,2006,06-14,16,19.1,57
1,Toronto,2006,06-14,17,19.3,57
1,Toronto,2006,06-14,18,19.5,56
1,Toronto,2006,06-14,19,19.5,60
1,Toronto,2006,06-14,20,19.2,66
1,Toronto,2006,06-14,21,18.6,71
1,Toronto,2006,06-14,22,18.2,70
1,Toronto,2006,06-15,10,18.4,62
1,Toronto,2006,06-15,11,19.2,61
1,Toronto,2006,06-15,12,19.7,59
1,Toronto,2006,06-15,13,20.3,56
1,Toronto,2006,06-15,14,21.0,52
1,Toronto,2006,06-15,15,21.2,54
1,Toronto,2006,06-15,16,21.4,48
1,Toronto,2006,06-15,17,21.6,45
1,Toronto,2006,06-15,18,21.8,47
1,Toronto,2006,06-15,19,22.0,45
1,Toronto,2006,06-15,20,21.4,47
1,Toronto,2006,06-15,21,20.3,52
1,Toronto,2006,06-15,22,19.3,57
1,Toronto,2006,06-16,10,18.8,63
1,Toronto,2006,06-16,11,19.7,63
1,Toronto,2006,06-16,12,20.5,63
1,Toronto,2006,06-16,13,21.2,60
1,Toronto,2006,06-16,14,21.8,58
1,Toronto,2006,06-16,15,22.3,58
1,Toronto,2006,06-16,16,22.6,57
1,Toronto,2006,06-16,17,22.7,57
1,Toronto,2006,06-16,18,22.6,60
1,Toronto,2006,06-16,19,22.2,60
1,Toronto,2006,06-16,20,21.5,59
1,Toronto,2006,06-16,21,20.8,58
1,Toronto,2006,06-16,22,20.4,58
1,Toronto,2006,06-17,10,21.6,75
1,Toronto,2006,06-17,11,22.2,73
1,Toronto,2006,06-17,12,22.9,71
1,Toronto,2006,06-17,13,23.7,68
1,Toronto,2006,06-17,14,24.2,66
1,Toronto,2006,06-17,15,24.6,64
1,Toronto,2006,06-17,16,24.8,63
1,Toronto,2006,06-17,17,24.8,63
1,Toronto,2006,06-17,18,24.7,64
1,Toronto,2006,06-17,19,24.5,63
1,Toronto,2006,06-17,20,23.9,62
1,Toronto,2006,06-17,21,23.2,61
1,Toronto,2006,06-17,22,22.4,62
1,Toronto,2006,06-18,10,21.9,79
1,Toronto,2006,06-18,11,22.6,77
1,Toronto,2006,06-18,12,23.2,75
1,Toronto,2006,06-18,13,23.7,73
1,Toronto,2006,06-18,14,24.2,71
1,Toronto,2006,06-18,15,24.6,68
1,Toronto,2006,06-18,16,24.7,67
1,Toronto,2006,06-18,17,24.3,69
1,Toronto,2006,06-18,18,24.3,69
1,Toronto,2006,06-18,19,24.4,67
1,Toronto,2006,06-18,20,23.8,69
1,Toronto,2006,06-18,21,23.1,71
1,Toronto,2006,06-18,22,22.8,72
1,Toronto,2006,06-19,10,19.3,93
1,Toronto,2006,06-19,11,20.0,90
1,Toronto,2006,06-19,12,20.5,87
1,Toronto,2006,06-19,13,21.2,84
1,Toronto,2006,06-19,14,22.0,79
1,Toronto,2006,06-19,15,23.0,74
1,Toronto,2006,06-19,16,23.6,69
1,Toronto,2006,06-19,17,23.9,68
1,Toronto,2006,06-19,18,23.6,69
1,Toronto,2006,06-19,19,22.8,71
1,Toronto,2006,06-19,20,22.3,75
1,Toronto,2006,06-19,21,21.9,75
1,Toronto,2006,06-19,22,21.3,74
1,Toronto,2006,06-20,10,19.0,77
1,Toronto,2006,06-20,11,19.3,74
1,Toronto,2006,06-20,12,19.6,70
1,Toronto,2006,06-20,13,20.0,66
1,Toronto,2006,06-20,14,20.1,61
1,Toronto,2006,06-20,15,20.4,63
1,Toronto,2006,06-20,16,20.4,60
1,Toronto,2006,06-20,17,20.2,58
1,Toronto,2006,06-20,18,20.0,58
1,Toronto,2006,06-20,19,19.7,58
1,Toronto,2006,06-20,20,19.1,60
1,Toronto,2006,06-20,21,18.5,62
1,Toronto,2006,06-20,22,17.8,63
1,Toronto,2006,06-21,10,17.1,69
1,Toronto,2006,06-21,11,17.8,70
1,Toronto,2006,06-21,12,18.4,71
1,Toronto,2006,06-21,13,18.5,74
1,Toronto,2006,06-21,14,18.7,75
1,Toronto,2006,06-21,15,19.9,69
1,Toronto,2006,06-21,16,20.1,70
1,Toronto,2006,06-21,17,19.8,73
1,Toronto,2006,06-21,18,20.2,73
1,Toronto,2006,06-21,19,20.5,75
1,Toronto,2006,06-21,20,20.3,79
1,Toronto,2006,06-21,21,20.1,81
1,Toronto,2006,06-21,22,20.0,83
1,Toronto,2006,06-22,10,21.8,87
1,Toronto,2006,06-22,11,22.3,83
1,Toronto,2006,06-22,12,22.8,79
1,Toronto,2006,06-22,13,23.6,74
1,Toronto,2006,06-22,14,24.2,70
1,Toronto,2006,06-22,15,24.9,67
1,Toronto,2006,06-22,16,25.2,63
1,Toronto,2006,06-22,17,25.1,61
1,Toronto,2006,06-22,18,24.9,63
1,Toronto,2006,06-22,19,24.4,66
1,Toronto,2006,06-22,20,23.8,66
1,Toronto,2006,06-22,21,23.1,65
1,Toronto,2006,06-22,22,22.4,66
1,Toronto,2006,06-23,10,19.4,79
1,Toronto,2006,06-23,11,19.8,76
1,Toronto,2006,06-23,12,19.9,74
1,Toronto,2006,06-23,13,19.8,75
1,Toronto,2006,06-23,14,19.6,78
1,Toronto,2006,06-23,15,19.8,79
1,Toronto,2006,06-23,16,19.7,80
1,Toronto,2006,06-23,17,19.4,83
1,Toronto,2006,06-23,18,19.2,85
1,Toronto,2006,06-23,19,18.9,88
1,Toronto,2006,06-23,20,18.6,90
1,Toronto,2006,06-23,21,18.2,92
1,Toronto,2006,06-23,22,18.0,93
1,Toronto,2006,06-24,10,18.6,73
1,Toronto,2006,06-24,11,18.9,75
1,Toronto,2006,06-24,12,19.2,78
1,Toronto,2006,06-24,13,19.4,80
1,Toronto,2006,06-24,14,19.6,81
1,Toronto,2006,06-24,15,19.9,80
1,Toronto,2006,06-24,16,19.6,83
1,Toronto,2006,06-24,17,19.4,83
1,Toronto,2006,06-24,18,19.1,81
1,Toronto,2006,06-24,19,18.9,78
1,Toronto,2006,06-24,20,18.7,77
1,Toronto,2006,06-24,21,18.4,76
1,Toronto,2006,06-24,22,18.2,75
1,Toronto,2006,06-25,10,20.0,74
1,Toronto,2006,06-25,11,20.4,74
1,Toronto,2006,06-25,12,20.4,76
1,Toronto,2006,06-25,13,20.5,77
1,Toronto,2006,06-25,14,20.6,77
1,Toronto,2006,06-25,15,21.3,74
1,Toronto,2006,06-25,16,21.1,76
1,Toronto,2006,06-25,17,20.6,81
1,Toronto,2006,06-25,18,20.4,83
1,Toronto,2006,06-25,19,20.0,84
1,Toronto,2006,06-25,20,19.6,85
1,Toronto,2006,06-25,21,19.2,86
1,Toronto,2006,06-25,22,18.9,87
1,Toronto,2006,06-26,10,19.4,86
1,Toronto,2006,06-26,11,19.7,84
1,Toronto,2006,06-26,12,19.9,83
1,Toronto,2006,06-26,13,19.9,84
1,Toronto,2006,06-26,14,19.7,86
1,Toronto,2006,06-26,15,20.5,84
1,Toronto,2006,06-26,16,20.2,86
1,Toronto,2006,06-26,17,19.7,89
1,Toronto,2006,06-26,18,19.4,90
1,Toronto,2006,06-26,19,19.1,92
1,Toronto,2006,06-26,20,18.8,93
1,Toronto,2006,06-26,21,18.5,95
1,Toronto,2006,06-26,22,18.3,97
1,Toronto,2006,06-27,10,19.3,96
1,Toronto,2006,06-27,11,19.7,95
1,Toronto,2006,06-27,12,20.2,93
1,Toronto,2006,06-27,13,20.8,90
1,Toronto,2006,06-27,14,21.5,86
1,Toronto,2006,06-27,15,20.9,89
1,Toronto,2006,06-27,16,21.4,87
1,Toronto,2006,06-27,17,21.7,85
1,Toronto,2006,06-27,18,21.8,85
1,Toronto,2006,06-27,19,21.7,86
1,Toronto,2006,06-27,20,21.6,86
1,Toronto,2006,06-27,21,21.1,87
1,Toronto,2006,06-27,22,20.8,89
1,Toronto,2007,06-11,10,18.3,71
1,Toronto,2007,06-11,11,19.2,73
1,Toronto,2007,06-11,12,20.4,62
1,Toronto,2007,06-11,13,21.6,49
1,Toronto,2007,06-11,14,22.1,45
1,Toronto,2007,06-11,15,22.6,46
1,Toronto,2007,06-11,16,21.9,56
1,Toronto,2007,06-11,17,21.5,64
1,Toronto,2007,06-11,18,21.3,65
1,Toronto,2007,06-11,19,21.2,68
1,Toronto,2007,06-11,20,20.9,72
1,Toronto,2007,06-11,21,20.5,70
1,Toronto,2007,06-11,22,19.9,69
1,Toronto,2007,06-12,10,19.9,77
1,Toronto,2007,06-12,11,21.1,72
1,Toronto,2007,06-12,12,23.0,60
1,Toronto,2007,06-12,13,24.0,52
1,Toronto,2007,06-12,14,24.5,49
1,Toronto,2007,06-12,15,25.9,41
1,Toronto,2007,06-12,16,25.0,50
1,Toronto,2007,06-12,17,24.0,57
1,Toronto,2007,06-12,18,23.7,59
1,Toronto,2007,06-12,19,23.4,60
1,Toronto,2007,06-12,20,22.9,62
1,Toronto,2007,06-12,21,22.2,65
1,Toronto,2007,06-12,22,21.4,67
1,Toronto,2007,06-13,10,19.7,77
1,Toronto,2007,06-13,11,20.2,79
1,Toronto,2007,06-13,12,20.2,79
1,Toronto,2007,06-13,13,20.0,78
1,Toronto,2007,06-13,14,19.9,78
1,Toronto,2007,06-13,15,19.9,78
1,Toronto,2007,06-13,16,19.5,78
1,Toronto,2007,06-13,17,19.1,78
1,Toronto,2007,06-13,18,18.3,80
1,Toronto,2007,06-13,19,17.9,80
1,Toronto,2007,06-13,20,17.8,81
1,Toronto,2007,06-13,21,18.2,79
1,Toronto,2007,06-13,22,17.8,81
1,Toronto,2007,06-14,10,16.3,84
1,Toronto,2007,06-14,11,16.5,82
1,Toronto,2007,06-14,12,16.7,82
1,Toronto,2007,06-14,13,16.8,80
1,Toronto,2007,06-14,14,17.0,75
1,Toronto,2007,06-14,15,17.7,73
1,Toronto,2007,06-14,16,17.5,68
1,Toronto,2007,06-14,17,17.4,63
1,Toronto,2007,06-14,18,17.2,62
1,Toronto,2007,06-14,19,17.1,62
1,Toronto,2007,06-14,20,17.0,64
1,Toronto,2007,06-14,21,16.8,65
1,Toronto,2007,06-14,22,16.6,65
1,Toronto,2007,06-15,10,17.6,62
1,Toronto,2007,06-15,11,18.0,62
1,Toronto,2007,06-15,12,18.3,62
1,Toronto,2007,06-15,13,18.7,61
1,Toronto,2007,06-15,14,19.1,60
1,Toronto,2007,06-15,15,19.3,61
1,Toronto,2007,06-15,16,19.5,60
1,Toronto,2007,06-15,17,19.7,58
1,Toronto,2007,06-15,18,19.8,58
1,Toronto,2007,06-15,19,19.9,58
1,Toronto,2007,06-15,20,20.0,58
1,Toronto,2007,06-15,21,20.0,57
1,Toronto,2007,06-15,22,19.9,57
1,Toronto,2007,06-16,10,20.0,75
1,Toronto,2007,06-16,11,20.7,73
1,Toronto,2007,06-16,12,21.4,69
1,Toronto,2007,06-16,13,21.9,66
1,Toronto,2007,06-16,14,22.5,65
1,Toronto,2007,06-16,15,22.5,63
1,Toronto,2007,06-16,16,22.8,62
1,Toronto,2007,06-16,17,23.0,62
1,Toronto,2007,06-16,18,23.1,63
1,Toronto,2007,06-16,19,23.0,65
1,Toronto,2007,06-16,20,22.5,68
1,Toronto,2007,06-16,21,21.9,66
1,Toronto,2007,06-16,22,21.2,68
1,Toronto,2007,06-17,10,20.9,81
1,Toronto,2007,06-17,11,21.4,80
1,Toronto,2007,06-17,12,22.2,79
1,Toronto,2007,06-17,13,22.6,77
1,Toronto,2007,06-17,14,22.7,74
1,Toronto,2007,06-17,15,22.4,74
1,Toronto,2007,06-17,16,22.5,70
1,Toronto,2007,06-17,17,23.0,67
1,Toronto,2007,06-17,18,23.3,64
1,Toronto,2007,06-17,19,23.0,63
1,Toronto,2007,06-17,20,22.7,62
1,Toronto,2007,06-17,21,21.8,62
1,Toronto,2007,06-17,22,21.1,62
1,Toronto,2007,06-18,10,17.7,78
1,Toronto,2007,06-18,11,18.0,78
1,Toronto,2007,06-18,12,18.3,79
1,Toronto,2007,06-18,13,18.3,79
1,Toronto,2007,06-18,14,18.5,78
1,Toronto,2007,06-18,15,19.8,75
1,Toronto,2007,06-18,16,19.2,78
1,Toronto,2007,06-18,17,18.5,81
1,Toronto,2007,06-18,18,18.0,83
1,Toronto,2007,06-18,19,17.5,84
1,Toronto,2007,06-18,20,17.0,84
1,Toronto,2007,06-18,21,16.7,83
1,Toronto,2007,06-18,22,16.6,82
1,Toronto,2007,06-19,10,23.0,75
1,Toronto,2007,06-19,11,22.4,79
1,Toronto,2007,06-19,12,22.5,80
1,Toronto,2007,06-19,13,23.3,76
1,Toronto,2007,06-19,14,21.9,84
1,Toronto,2007,06-19,15,21.7,82
1,Toronto,2007,06-19,16,21.4,85
1,Toronto,2007,06-19,17,21.6,84
1,Toronto,2007,06-19,18,21.3,87
1,Toronto,2007,06-19,19,20.9,88
1,Toronto,2007,06-19,20,20.5,86
1,Toronto,2007,06-19,21,19.8,86
1,Toronto,2007,06-19,22,19.5,86
1,Toronto,2007,06-20,10,17.6,61
1,Toronto,2007,06-20,11,17.8,58
1,Toronto,2007,06-20,12,17.9,55
1,Toronto,2007,06-20,13,18.3,53
1,Toronto,2007,06-20,14,18.7,52
1,Toronto,2007,06-20,15,19.2,54
1,Toronto,2007,06-20,16,19.7,52
1,Toronto,2007,06-20,17,20.0,52
1,Toronto,2007,06-20,18,20.2,51
1,Toronto,2007,06-20,19,20.2,52
1,Toronto,2007,06-20,20,19.9,54
1,Toronto,2007,06-20,21,19.2,55
1,Toronto,2007,06-20,22,18.4,59
1,Toronto,2007,06-21,10,20.2,68
1,Toronto,2007,06-21,11,20.8,64
1,Toronto,2007,06-21,12,21.2,62
1,Toronto,2007,06-21,13,21.5,60
1,Toronto,2007,06-21,14,22.1,55
1,Toronto,2007,06-21,15,21.8,57
1,Toronto,2007,06-21,16,21.7,55
1,Toronto,2007,06-21,17,21.3,55
1,Toronto,2007,06-21,18,20.8,54
1,Toronto,2007,06-21,19,20.3,54
1,Toronto,2007,06-21,20,19.6,56
1,Toronto,2007,06-21,21,19.0,57
1,Toronto,2007,06-21,22,18.3,58
1,Toronto,2007,06-22,10,16.0,59
1,Toronto,2007,06-22,11,16.9,54
1,Toronto,2007,06-22,12,17.7,49
1,Toronto,2007,06-22,13,18.1,47
1,Toronto,2007,06-22,14,18.1,47
1,Toronto,2007,06-22,15,18.6,48
1,Toronto,2007,06-22,16,18.5,49
1,Toronto,2007,06-22,17,18.2,50
1,Toronto,2007,06-22,18,18.0,51
1,Toronto,2007,06-22,19,17.6,52
1,Toronto,2007,06-22,20,17.2,53
1,Toronto,2007,06-22,21,16.5,55
1,Toronto,2007,06-22,22,16.0,57
1,Toronto,2007,06-23,10,15.0,50
1,Toronto,2007,06-23,11,15.7,47
1,Toronto,2007,06-23,12,16.6,44
1,Toronto,2007,06-23,13,17.4,45
1,Toronto,2007,06-23,14,18.2,46
1,Toronto,2007,06-23,15,19.0,46
1,Toronto,2007,06-23,16,19.4,47
1,Toronto,2007,06-23,17,19.8,48
1,Toronto,2007,06-23,18,20.2,47
1,Toronto,2007,06-23,19,20.7,44
1,Toronto,2007,06-23,20,20.4,46
1,Toronto,2007,06-23,21,19.3,55
1,Toronto,2007,06-23,22,18.6,57
1,Toronto,2007,06-24,10,18.5,67
1,Toronto,2007,06-24,11,19.4,64
1,Toronto,2007,06-24,12,20.2,62
1,Toronto,2007,06-24,13,20.8,61
1,Toronto,2007,06-24,14,21.1,60
1,Toronto,2007,06-24,15,22.9,56
1,Toronto,2007,06-24,16,23.1,57
1,Toronto,2007,06-24,17,23.4,57
1,Toronto,2007,06-24,18,23.5,57
1,Toronto,2007,06-24,19,23.4,59
1,Toronto,2007,06-24,20,23.2,60
1,Toronto,2007,06-24,21,22.6,62
1,Toronto,2007,06-24,22,21.9,63
1,Toronto,2007,06-25,10,21.1,65
1,Toronto,2007,06-25,11,21.7,63
1,Toronto,2007,06-25,12,22.4,62
1,Toronto,2007,06-25,13,22.9,61
1,Toronto,2007,06-25,14,23.4,60
1,Toronto,2007,06-25,15,24.4,64
1,Toronto,2007,06-25,16,24.4,63
1,Toronto,2007,06-25,17,24.5,61
1,Toronto,2007,06-25,18,24.6,61
1,Toronto,2007,06-25,19,24.7,64
